codlegislatura,datemissao,idedocumento,idecadastro,indtipodocumento,nucarteiraparlamentar,nudeputadoid,nulegislatura,numano,numespecificacaosubcota,numlote,nummes,numparcela,numressarcimento,numsubcota,sgpartido,sguf,txnomeparlamentar,txtcnpjcpf,txtdescricao,txtdescricaoespecificacao,txtfornecedor,txtnumero,txtpassageiro,txttrecho,vlrdocumento,vlrglosa,vlrliquido,vlrrestituicao
56,2020-01-07 00:00:00,6993934,74060,0,188,1562,2019,2020,0,1666882,1,0,,5,PCdoB,BA,Daniel Almeida,18143175000113,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,GRITO PROPAGANDA EIRELI EPP,927,,,14500,0,14500,
56,2020-02-14 00:00:00,7024071,74060,0,188,1562,2019,2020,0,1681313,2,0,,5,PCdoB,BA,Daniel Almeida,18143175000113,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,GRITO PROPAGANDA EIRELI EPP,931,,,14500,0,14500,
56,2020-01-15 00:00:00,7007381,74060,0,188,1562,2019,2020,0,1673016,1,0,,10,PCdoB,BA,Daniel Almeida,05423963015305,TELEFONIA,,OI MOVEL S.A,3309054,,,320.89,7.14,313.75,
56,2020-02-15 00:00:00,7024085,74060,0,188,1562,2019,2020,0,1681312,2,0,,10,PCdoB,BA,Daniel Almeida,05423963015305,TELEFONIA,,OI MOVEL S.A,3509370,,,326.72,0,326.72,
56,,0,74060,0,188,1562,2019,2020,0,0,1,0,0,10,PCdoB,BA,Daniel Almeida,00000000000006,TELEFONIA,,RAMAL,7009787,,,21.01,0,21.01,
56,2020-03-02 11:38:20,0,74060,1,188,1562,2019,2020,0,0,3,0,0,11,PCdoB,BA,Daniel Almeida,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - CARTA COMERCIAL,RSP : 2302360,,,1042.8,0,1042.8,
56,2020-02-07 15:30:12,0,74060,1,188,1562,2019,2020,0,0,2,0,0,11,PCdoB,BA,Daniel Almeida,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - ENCOMENDA PAC,RSP : 2300003,,,482,0,482,
56,2020-03-05 16:20:48,0,74060,1,188,1562,2019,2020,0,0,3,0,0,11,PCdoB,BA,Daniel Almeida,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - ENCOMENDA PAC,RSP : 2303764,,,44.35,0,44.35,
56,2020-01-08 12:51:20,0,74060,1,188,1562,2019,2020,0,0,1,0,0,11,PCdoB,BA,Daniel Almeida,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX 10,RSP : 2297612,,,95,0,95,
56,2020-01-23 12:47:24,0,74060,1,188,1562,2019,2020,0,0,1,0,0,11,PCdoB,BA,Daniel Almeida,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,RSP : 2298216,,,45.59,0,45.59,
56,2020-01-30 16:35:27,0,74060,1,188,1562,2019,2020,0,0,1,0,0,11,PCdoB,BA,Daniel Almeida,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,RSP : 2299548,,,61.88,0,61.88,
56,2020-02-07 15:30:50,0,74060,1,188,1562,2019,2020,0,0,2,0,0,11,PCdoB,BA,Daniel Almeida,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,RSP : 2300007,,,267.7,0,267.7,
56,2020-03-12 14:05:18,0,74060,1,188,1562,2019,2020,0,0,3,0,0,11,PCdoB,BA,Daniel Almeida,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,RSP : 2304230,,,64.84,0,64.84,
56,2020-02-03 00:00:00,7021276,74060,0,188,1562,2019,2020,0,1680153,1,0,,120,PCdoB,BA,Daniel Almeida,20089940000106,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,DRIVE LOCADORA E COMERCIO DE VEICULO LTDA - EPP,202000000000034,,,6000,0,6000,
56,2020-01-21 00:00:00,1723589,74060,0,188,1562,2019,2020,0,0,1,0,0,999,PCdoB,BA,Daniel Almeida,00512777000135,Emissão Bilhete Aéreo,,Cia Aérea - PASSAREDO,Bilhete: 1009-408249,Daniel Almeida,SSA/VDC,330.08,0,330.08,
56,2020-01-21 00:00:00,1723590,74060,0,188,1562,2019,2020,0,0,1,0,0,999,PCdoB,BA,Daniel Almeida,00512777000135,Emissão Bilhete Aéreo,,Cia Aérea - PASSAREDO,Bilhete: 1009-408250,Daniel Almeida,VDC/SSA,330.27,0,330.27,
56,2020-01-28 00:00:00,1723605,74060,0,188,1562,2019,2020,0,0,1,0,0,999,PCdoB,BA,Daniel Almeida,00512777000135,Emissão Bilhete Aéreo,,Cia Aérea - PASSAREDO,Bilhete: 1009-414395,Daniel Almeida,SSA/VDC,690.08,0,690.08,
56,2020-01-28 00:00:00,1723606,74060,0,188,1562,2019,2020,0,0,1,0,0,999,PCdoB,BA,Daniel Almeida,00512777000135,Emissão Bilhete Aéreo,,Cia Aérea - PASSAREDO,Bilhete: 1009-414404,Daniel Almeida,VDC/SSA,690.27,0,690.27,
56,2020-01-21 00:00:00,1724864,74060,0,188,1562,2019,2020,0,0,1,0,0,999,PCdoB,BA,Daniel Almeida,00512777000135,Emissão Bilhete Aéreo,,Cia Aérea - PASSAREDO,Comp-1009-408249,Daniel Almeida,SSA/VDC,-31.08,0,-31.08,
56,2020-01-21 00:00:00,1724865,74060,0,188,1562,2019,2020,0,0,1,0,0,999,PCdoB,BA,Daniel Almeida,00512777000135,Emissão Bilhete Aéreo,,Cia Aérea - PASSAREDO,Comp-1009-408250,Daniel Almeida,VDC/SSA,-31.27,0,-31.27,
56,2020-02-10 00:00:00,7012057,74075,1,21,1011,2019,2020,0,1675037,1,0,,1,MDB,PA,Elcione Barbalho,00626570204,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,ARUAN DO CARMO,13,,,1328.71,0,1328.71,
56,2020-01-31 00:00:00,7001443,74075,4,21,1011,2019,2020,0,1670514,1,0,,1,MDB,PA,Elcione Barbalho,17457404000373,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,B2M ATACAREJOS DO BRASIL LTDA,110382,,,44.97,0,44.97,
56,2020-02-05 00:00:00,7012044,74075,0,21,1011,2019,2020,0,1675033,2,0,,1,MDB,PA,Elcione Barbalho,04895728000180,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,CENTRAIS ELETRICAS DO PARÁ,000329118,,,281.54,0,281.54,
56,2020-01-14 00:00:00,6999801,74075,0,21,1011,2019,2020,0,1669765,1,0,,1,MDB,PA,Elcione Barbalho,04895728000180,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,CENTRAIS ELETRICAS DO PARÁ,000406665,,,215.56,0,215.56,
56,2020-02-03 00:00:00,7003823,74075,0,21,1011,2019,2020,0,1671408,1,0,,1,MDB,PA,Elcione Barbalho,09613772000173,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,CONDE & DELL ARINGA - DES DE SOFTWARES,9697,,,580,0,580,
56,2020-01-06 00:00:00,6999817,74075,1,21,1011,2019,2020,0,1669765,1,0,,1,MDB,PA,Elcione Barbalho,63845887000139,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,CONDOMINIO WALL STREET,72670461,,,474,0,474,
56,2020-02-05 00:00:00,7022708,74075,1,21,1011,2019,2020,0,1680686,2,0,,1,MDB,PA,Elcione Barbalho,63845887000139,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,CONDOMINIO WALL STREET,76949008,,,474,0,474,
56,2020-01-26 00:00:00,7004145,74075,4,21,1011,2019,2020,1,1671559,1,0,,3,MDB,PA,Elcione Barbalho,19614800000120,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO INDEPENDENCIA COMERCIO DE COMBUSTIVEL E SERVICOS,1016586,,,315.01,0,315.01,
56,2020-02-15 00:00:00,7014659,74075,4,21,1011,2019,2020,1,1676170,2,0,,3,MDB,PA,Elcione Barbalho,03482208000182,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO JK LTDA,301492,,,250.35,0,250.35,
56,2020-02-05 00:00:00,7011984,74075,4,21,1011,2019,2020,1,1675034,2,0,,3,MDB,PA,Elcione Barbalho,00306597006308,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,4271,,,216.13,0,216.13,
56,2020-01-30 00:00:00,7004152,74075,4,21,1011,2019,2020,1,1671559,1,0,,3,MDB,PA,Elcione Barbalho,06945995000220,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,GP PETROLEO COMERCIO DE COMBUSTIVEIS LTDA,814220,,,215.03,0,215.03,
56,2020-02-07 00:00:00,7011995,74075,4,21,1011,2019,2020,1,1675034,2,0,,3,MDB,PA,Elcione Barbalho,06945995000220,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,GP PETROLEO COMERCIO DE COMBUSTIVEIS LTDA,820608,,,275.03,0,275.03,
56,2020-02-15 00:00:00,7014666,74075,4,21,1011,2019,2020,1,1676170,2,0,,3,MDB,PA,Elcione Barbalho,26255957000172,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,POSTO GONCALVES LTDA,254874,,,310.01,0,310.01,
56,2020-01-15 00:00:00,6999988,74075,4,21,1011,2019,2020,1,1669767,1,0,,3,MDB,PA,Elcione Barbalho,21995320000107,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,POSTO ITEX LTDA,23931,,,180,0,180,
56,2020-01-20 00:00:00,7000013,74075,0,21,1011,2019,2020,1,1669765,1,0,,3,MDB,PA,Elcione Barbalho,83579680000177,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,POSTO QUATRO LTDA,54646,,,300,0,300,
56,2020-01-14 00:00:00,6999990,74075,4,21,1011,2019,2020,1,1669767,1,0,,3,MDB,PA,Elcione Barbalho,05303828000132,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,SUPERCENTRO POSTOS DE SERVICO LTDA,210266,,,100,0,100,
56,2020-01-22 00:00:00,7001447,74075,0,21,1011,2019,2020,0,1670513,1,0,,10,MDB,PA,Elcione Barbalho,40432544044004,TELEFONIA,,Claro S.A,0005928746,,,133.45,0,133.45,
56,2020-02-20 00:00:00,7022660,74075,0,21,1011,2019,2020,0,1680672,2,0,,10,MDB,PA,Elcione Barbalho,40432544044004,TELEFONIA,,Claro S.A,3818038,,,396.06,0,396.06,
56,2020-01-16 00:00:00,7003846,74075,0,21,1011,2019,2020,0,1671407,1,0,,10,MDB,PA,Elcione Barbalho,40432544024160,TELEFONIA,,CLARO S.A.,0001970923,,,141.65,4.05,137.6,
56,2020-02-17 00:00:00,7022732,74075,0,21,1011,2019,2020,0,1680696,2,0,,10,MDB,PA,Elcione Barbalho,40432544024160,TELEFONIA,,CLARO S.A.,1269090,,,204.35,0,204.35,
56,,0,74075,0,21,1011,2019,2020,0,0,1,0,0,10,MDB,PA,Elcione Barbalho,00000000000006,TELEFONIA,,RAMAL,7009787,,,3.57,0,3.57,
56,2020-01-12 00:00:00,7000074,74075,0,21,1011,2019,2020,0,1669765,1,0,,10,MDB,PA,Elcione Barbalho,02558157001991,TELEFONIA,,TELEFONIA BRASIL S/A,11411854,,,1522.54,0,1522.54,
56,2020-02-12 00:00:00,7022670,74075,0,21,1011,2019,2020,0,1680672,2,0,,10,MDB,PA,Elcione Barbalho,02558157001991,TELEFONIA,,TELEFONIA BRASIL S/A,11846984,,,1541.47,0,1541.47,
56,2020-02-24 00:00:00,7022666,74075,0,21,1011,2019,2020,0,1680672,2,0,,10,MDB,PA,Elcione Barbalho,02558157000162,TELEFONIA,,Telefônica Brasil S.A. VIVO,837323,,,629.99,0,629.99,
56,2020-01-20 00:00:00,7000005,74075,1,21,1011,2019,2020,0,1669765,1,0,,11,MDB,PA,Elcione Barbalho,34028316075111,SERVIÇOS POSTAIS,,CORREIOS,1766348149,,,84.36,0,84.36,
56,2020-01-16 17:20:57,0,74075,1,21,1011,2019,2020,0,0,1,0,0,11,MDB,PA,Elcione Barbalho,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,RSP : 2297980,,,35.46,0,35.46,
56,2020-01-20 14:16:55,0,74075,1,21,1011,2019,2020,0,0,1,0,0,11,MDB,PA,Elcione Barbalho,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,RSP : 2298045,,,67.08,0,67.08,
56,2020-02-12 14:58:56,0,74075,1,21,1011,2019,2020,0,0,2,0,0,11,MDB,PA,Elcione Barbalho,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,RSP : 2300270,,,51.26,0,51.26,
56,2020-02-18 12:37:09,0,74075,1,21,1011,2019,2020,0,0,2,0,0,11,MDB,PA,Elcione Barbalho,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,RSP : 2301722,,,88.87,0,88.87,
56,2020-03-02 11:44:41,0,74075,1,21,1011,2019,2020,0,0,3,0,0,11,MDB,PA,Elcione Barbalho,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,RSP : 2302339,,,55.4,0,55.4,
56,2020-03-05 16:48:50,0,74075,1,21,1011,2019,2020,0,0,3,0,0,11,MDB,PA,Elcione Barbalho,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL COM AR,RSP : 2303776,,,1534.82,0,1534.82,
56,2020-02-04 00:00:00,7004177,74075,4,21,1011,2019,2020,0,1671562,2,0,,13,MDB,PA,Elcione Barbalho,20011372000120,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,GOODS RESTAURANTE E LANCHONETE EIRELI,12505,,,45,0,45,
56,2020-01-28 00:00:00,7012015,74075,4,21,1011,2019,2020,0,1675038,1,0,,13,MDB,PA,Elcione Barbalho,31949158000136,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,R L DA SILVA  RESTAURANTES EIRELI,137556,,,42.22,0,42.22,
56,2020-02-07 00:00:00,7012009,74075,4,21,1011,2019,2020,0,1675035,2,0,,13,MDB,PA,Elcione Barbalho,31949158000136,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,R L DA SILVA  RESTAURANTES EIRELI,138486,,,33.24,0,33.24,
56,2020-02-08 00:00:00,7012002,74075,4,21,1011,2019,2020,0,1675035,2,0,,13,MDB,PA,Elcione Barbalho,31949158000136,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,R L DA SILVA  RESTAURANTES EIRELI,138559,,,42.09,0,42.09,
56,2020-02-11 00:00:00,7011993,74075,4,21,1011,2019,2020,0,1675035,2,0,,13,MDB,PA,Elcione Barbalho,31949158000136,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,R L DA SILVA  RESTAURANTES EIRELI,138893,,,42.14,0,42.14,
56,2020-01-15 00:00:00,6999996,74075,0,21,1011,2019,2020,0,1669766,1,0,,13,MDB,PA,Elcione Barbalho,31949158000136,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,RL DA SILVA RESTAURANTES EIRELI,136195,,,41.24,0,41.24,
56,2020-02-11 00:00:00,7012022,74075,4,21,1011,2019,2020,0,1675035,2,0,,13,MDB,PA,Elcione Barbalho,33469172000672,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,30461,,,11.45,0,11.45,
56,2020-02-05 00:00:00,7012027,74075,4,21,1011,2019,2020,0,1675035,2,0,,13,MDB,PA,Elcione Barbalho,33469172000672,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,49920,,,16.52,0,16.52,
56,2020-01-27 00:00:00,7004115,74075,4,21,1011,2019,2020,0,1671560,1,0,,13,MDB,PA,Elcione Barbalho,04065703000159,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,XICARA DA SILVA ALIMENTOS LTDA,51899,,,97,0,97,
56,2020-01-09 00:00:00,7007322,74079,0,26,1077,2019,2020,0,1673068,1,0,,1,MDB,PA,José Priante,04895728000180,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,CENTRAIS ELETRICAS DO PARÁ,000680153,,,76.44,0,76.44,
56,2020-01-09 00:00:00,7007299,74079,0,26,1077,2019,2020,0,1673068,1,0,,1,MDB,PA,José Priante,04895728000180,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,CENTRAIS ELETRICAS DO PARÁ,000680154,,,221.27,0,221.27,
56,2020-01-09 00:00:00,7007328,74079,0,26,1077,2019,2020,0,1673068,1,0,,1,MDB,PA,José Priante,04895728000180,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,CENTRAIS ELETRICAS DO PARÁ,000680155,,,71.27,0,71.27,
56,2020-01-09 00:00:00,7007082,74079,0,26,1077,2019,2020,0,1673068,1,0,,1,MDB,PA,José Priante,40432544024160,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,CLARO S.A.,0001943801,,,385.34,0,385.34,
56,2020-01-18 00:00:00,7005580,74079,0,26,1077,2019,2020,0,1673068,2,0,,1,MDB,PA,José Priante,05811938000105,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,CONDOMINIO DO EDIFICIO EMPIRE CENTER,109/01071807-4,,,362,0,362,
56,2020-01-18 00:00:00,7005560,74079,0,26,1077,2019,2020,0,1673068,2,0,,1,MDB,PA,José Priante,05811938000105,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,CONDOMINIO DO EDIFICIO EMPIRE CENTER,109/01071808-2,,,388,0,388,
56,2020-01-18 00:00:00,7005714,74079,0,26,1077,2019,2020,0,1673068,2,0,,1,MDB,PA,José Priante,05811938000105,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,CONDOMINIO DO EDIFICIO EMPIRE CENTER,109/01071809-0,,,388,0,388,
56,2020-01-09 00:00:00,7007514,74079,0,26,1077,2019,2020,0,1673068,1,0,,10,MDB,PA,José Priante,40432544044004,TELEFONIA,,Claro S.A,0005798848,,,164.9,0,164.9,
56,,0,74079,0,26,1077,2019,2020,0,0,1,0,0,10,MDB,PA,José Priante,00000000000006,TELEFONIA,,RAMAL,7009787,,,7.96,0,7.96,
56,2020-01-24 00:00:00,7006766,74079,0,26,1077,2019,2020,0,1673068,1,0,,10,MDB,PA,José Priante,02558157000162,TELEFONIA,,VIVO TELEFONICA BRASIL S.A.,s/n,,,540.76,0,540.76,
56,2020-03-12 16:49:43,0,74079,1,26,1077,2019,2020,0,0,3,0,0,11,MDB,PA,José Priante,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - ENCOMENDA PAC,RSP : 2304256,,,337.47,0,337.47,
56,2020-01-06 18:00:54,0,74079,1,26,1077,2019,2020,0,0,1,0,0,11,MDB,PA,José Priante,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,RSP : 2297520,,,63.79,0,63.79,
56,2020-02-19 16:34:16,0,74079,1,26,1077,2019,2020,0,0,2,0,0,11,MDB,PA,José Priante,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,RSP : 2301953,,,38.43,0,38.43,
56,,0,74090,0,38,583,2019,2020,0,0,1,0,0,10,PP,AM,Átila Lins,00000000000006,TELEFONIA,,RAMAL,7009787,,,27.75,0,27.75,
56,2020-01-07 00:00:00,6995870,74090,0,38,583,2019,2020,0,1667634,1,0,,10,PP,AM,Átila Lins,02558157000162,TELEFONIA,,TELEFÔNICA BRASIL S.A. VIVO,0142411046,,,1320.75,0,1320.75,
56,2020-02-07 00:00:00,7021278,74090,0,38,583,2019,2020,0,1680148,2,0,,10,PP,AM,Átila Lins,02558157000162,TELEFONIA,,Telefônica Brasil S.A. VIVO,0142411046,,,1325.94,0,1325.94,
56,2020-01-18 00:00:00,7008830,74090,0,38,583,2019,2020,0,1673594,1,0,,10,PP,AM,Átila Lins,02558157000162,TELEFONIA,,Telefônica Brasil S.A. VIVO/GVT,0142361552,,,661.72,0,661.72,
56,2020-02-14 12:00:36,0,74090,1,38,583,2019,2020,0,0,2,0,0,11,PP,AM,Átila Lins,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - CARTA COMERCIAL,RSP : 2300488,,,299.25,0,299.25,
56,2020-01-07 12:38:15,0,74090,1,38,583,2019,2020,0,0,1,0,0,11,PP,AM,Átila Lins,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,RSP : 2297538,,,57.65,0,57.65,
56,2020-01-09 17:13:22,0,74090,1,38,583,2019,2020,0,0,1,0,0,11,PP,AM,Átila Lins,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL COM AR,RSP : 2297688,,,126.8,0,126.8,
56,2020-01-15 11:33:24,0,74090,1,38,583,2019,2020,0,0,1,0,0,11,PP,AM,Átila Lins,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL COM AR,RSP : 2297867,,,63.4,0,63.4,
56,2020-02-17 00:00:00,7014808,74090,0,38,583,2019,2020,0,1676232,2,0,,119,PP,AM,Átila Lins,04984400000130,LOCAÇÃO OU FRETAMENTO DE AERONAVES,,CTA - CLEITON TAXI AEREO LTDA,77,,,14000,0,14000,
56,2020-01-10 00:00:00,1723471,74090,0,38,583,2019,2020,0,0,1,0,0,999,PP,AM,Átila Lins,09296295000160,Emissão Bilhete Aéreo,,Cia Aérea - AZUL,Bilhete: KGBRNW,ANGELUCIA SILVA,MAO/TBT/MAO,1566.64,0,1566.64,
56,2020-01-20 00:00:00,1723558,74090,0,38,583,2019,2020,0,0,1,0,0,999,PP,AM,Átila Lins,09296295000160,Emissão Bilhete Aéreo,,Cia Aérea - AZUL,Bilhete: KN45PR,Átila Lins,MAO/TBT/MAO,2162.64,0,2162.64,
56,2020-02-10 00:00:00,7017511,74156,1,253,1582,2019,2020,0,1678009,2,0,,1,PT,MG,Leonardo Monteiro,43546382668,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,Adilson Monteiro,001/2020,,,4750,0,4750,
56,2020-01-13 00:00:00,6995233,74156,1,253,1582,2019,2020,0,1667378,1,0,,1,PT,MG,Leonardo Monteiro,43546382668,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,Adilson Monteiro,11/2020,,,4500,0,4500,
56,2020-01-02 00:00:00,6996778,74156,0,253,1582,2019,2020,0,1668013,1,0,,1,PT,MG,Leonardo Monteiro,17155730000164,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,CEMIG,172259829,,,474.13,12.19,461.94,
56,2020-02-03 00:00:00,7010306,74156,0,253,1582,2019,2020,0,1674239,2,0,,1,PT,MG,Leonardo Monteiro,06981180000116,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,CEMIG DISTRIBUIÇÃO S.A.,179639886,,,531.03,4.28,526.75,
56,2020-01-10 00:00:00,6996719,74156,0,253,1582,2019,2020,0,1667985,1,0,,1,PT,MG,Leonardo Monteiro,64282916000164,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,COMERCIAL OLIVEIRA BARROS LTDA,3021,,,514.1,0,514.1,
56,2020-02-13 00:00:00,7017659,74156,0,253,1582,2019,2020,0,1678008,1,0,,1,PT,MG,Leonardo Monteiro,22255015000133,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,MSGV COMERCIO E SERVICOS REPROGRAFICOS LTDA,2577,,,72,0,72,
56,2020-02-14 00:00:00,7017856,74156,1,253,1582,2019,2020,0,1678139,1,0,,1,PT,MG,Leonardo Monteiro,20622890000180,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,PREFEITURA DE GOVERNADOR VALADARES,24910,,,452.38,0.75,451.63,
56,2020-01-20 00:00:00,7010319,74156,0,253,1582,2019,2020,0,1674232,1,0,,1,PT,MG,Leonardo Monteiro,20607735000195,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,SERVIÇO AUTONOMO DE AGUA E ESGOTO,57614,,,85.32,5.13,80.19,
56,2020-01-15 00:00:00,6995221,74156,4,253,1582,2019,2020,0,1667379,1,0,,1,PT,MG,Leonardo Monteiro,01319851000164,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,SISNETTI INTEGRADORA DE SOLUCOES LTDA,983,,,720,0,720,
56,2020-02-17 00:00:00,7017593,74156,4,253,1582,2019,2020,0,1678010,2,0,,1,PT,MG,Leonardo Monteiro,01319851000164,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,SISNETTI INTEGRADORA DE SOLUCOES LTDA,996,,,720,0,720,
56,2020-01-03 00:00:00,6995232,74156,0,253,1582,2019,2020,1,1667377,1,0,,3,PT,MG,Leonardo Monteiro,27567496000136,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BRASIL GV LTDA,00003008,,,3331.03,0,3331.03,
56,2020-01-16 00:00:00,7001463,74156,0,253,1582,2019,2020,1,1670279,1,0,,3,PT,MG,Leonardo Monteiro,27567496000136,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BRASIL GV LTDA,3074,,,237.26,0,237.26,
56,2020-02-03 00:00:00,7010262,74156,0,253,1582,2019,2020,1,1674239,2,0,,3,PT,MG,Leonardo Monteiro,27567496000136,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BRASIL GV LTDA,3149,,,3214.24,0,3214.24,
56,2020-02-18 00:00:00,7026555,74156,0,253,1582,2019,2020,1,1682454,2,0,,3,PT,MG,Leonardo Monteiro,27567496000136,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BRASIL GV LTDA,3212,,,2051.16,0,2051.16,
56,2020-02-06 00:00:00,7017700,74156,0,253,1582,2019,2020,1,1678028,1,0,,3,PT,MG,Leonardo Monteiro,02603418000208,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO JOAÍMA,6538,,,199.99,0,199.99,
56,2020-02-12 00:00:00,7017542,74156,0,253,1582,2019,2020,1,1678008,1,0,,3,PT,MG,Leonardo Monteiro,21062526000176,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,posto sao domingos ltda,2879,,,401.72,0,401.72,
56,2020-02-05 00:00:00,7005823,74156,4,253,1582,2019,2020,1,1672272,1,0,,3,PT,MG,Leonardo Monteiro,09136223000155,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,SAO ROQUE COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,131144,,,223.11,0,223.11,
